Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
captain-america-bobblehead-super-soldier-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/avengers-captain-america-winter-soldier-figure.webp?v=1755580914,2,Captain America Bobblehead – Super Soldier Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
captain-america-bobblehead-super-soldier-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/captain-america-bobblehead-marvel-collectible.webp?v=1755580972,3,Captain America Bobblehead – Super Soldier Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
captain-america-bobblehead-super-soldier-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/captain-america-chibi-bobblehead-action-figure.webp?v=1755581025,4,Captain America Bobblehead – Super Soldier Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
deadpool-bobblehead-merc-with-a-mouth-collectible-12-cm,Deadpool Bobblehead – Merc with a Mouth Collectible (12 CM),"<p data-start=""84"" data-end=""456"" class="""">Add some chaotic fun to your collection with this 12 CM Deadpool Bobblehead! Featuring the iconic red and black suit, this collectible brings the Merc with a Mouth's signature humor and attitude to life. Crafted from high-quality PVC, it's the perfect desk companion, car dashboard ornament, or gift for any Marvel fan.</p>
<p data-start=""458"" data-end=""473"" class="""">Features:</p>
<ul data-start=""474"" data-end=""727"">
<li data-start=""474"" data-end=""512"" class="""">
<p data-start=""476"" data-end=""512"" class="""">12 CM tall Deadpool bobblehead</p>
</li>
<li data-start=""513"" data-end=""556"" class="""">
<p data-start=""515"" data-end=""556"" class="""">Detailed design with vibrant colors</p>
</li>
<li data-start=""557"" data-end=""608"" class="""">
<p data-start=""559"" data-end=""608"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""609"" data-end=""662"" class="""">
<p data-start=""611"" data-end=""662"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""663"" data-end=""727"" class="""">
<p data-start=""665"" data-end=""727"" class="""">Perfect for Marvel fans, collectors, and Deadpool lovers</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Deadpool Bobblehead, DemonFlare Superhero Collection, Marvel Collectible Figure, Marvel Fan Merchandise, Merc with a Mouth Desk Toy, Superhero Bobblehead",true,Title,Default Title,,,,,,,,DFBHMRVL03,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/funny-deadpool-bobblehead-marvel-superhero-toy.webp?v=1755580668,1,Deadpool Bobblehead – Merc with a Mouth Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
deadpool-bobblehead-merc-with-a-mouth-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/deadpool-bobblehead-marvel-collectible-figure.webp?v=1755580722,2,Deadpool Bobblehead – Merc with a Mouth Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
deadpool-bobblehead-merc-with-a-mouth-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/deadpool-merchandise-bobblehead-desk-decor.webp?v=1755580769,3,Deadpool Bobblehead – Merc with a Mouth Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
deadpool-bobblehead-merc-with-a-mouth-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/marvel-deadpool-chibi-bobblehead-action-figure.webp?v=1755580817,4,Deadpool Bobblehead – Merc with a Mouth Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
spider-man-bobblehead-web-slinger-collectible-12-cm,Spider-Man Bobblehead – Web-Slinger Collectible (12 CM),"<p data-start=""80"" data-end=""487"" class="""">Swing into action with this 12 CM Spider-Man Bobblehead! Featuring Spidey’s classic red and blue suit, this collectible is a must-have for Marvel fans and collectors. Made from high-quality PVC, it’s perfect as a desk accessory, car dashboard ornament, or gift for any superhero enthusiast. Let your favorite web-slinger keep you company wherever you go!</p>
<p data-start=""489"" data-end=""504"" class="""">Features:</p>
<ul data-start=""505"" data-end=""760"">
<li data-start=""505"" data-end=""545"" class="""">
<p data-start=""507"" data-end=""545"" class="""">12 CM tall Spider-Man bobblehead</p>
</li>
<li data-start=""546"" data-end=""591"" class="""">
<p data-start=""548"" data-end=""591"" class="""">Vibrant colors and detailed sculpting</p>
</li>
<li data-start=""592"" data-end=""643"" class="""">
<p data-start=""594"" data-end=""643"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""644"" data-end=""697"" class="""">
<p data-start=""646"" data-end=""697"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""698"" data-end=""760"" class="""">
<p data-start=""700"" data-end=""760"" class="""">Perfect for Marvel fans, collectors, and Spidey lovers</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Avengers Bobblehead Figure, DemonFlare Superhero Collection, Marvel Fan Merchandise, Marvel Superhero Collectible, Spider-Man Bobblehead, Web-Slinger Desk Toy",true,Title,Default Title,,,,,,,,DFBHMRVL04,0.0,shopify,105,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/cute-spiderman-bobblehead-superhero-toy-for-fans.webp?v=1755580473,1,Spider-Man Bobblehead – Web-Slinger Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
spider-man-bobblehead-web-slinger-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/marvel-spiderman-chibi-bobblehead-desk-decoration.webp?v=1755580521,2,Spider-Man Bobblehead – Web-Slinger Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
spider-man-bobblehead-web-slinger-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/spiderman-action-figure-bobblehead-marvel-merchandise.webp?v=1755580572,3,Spider-Man Bobblehead – Web-Slinger Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
spider-man-bobblehead-web-slinger-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/spiderman-bobblehead-avengers-collectible-figure.webp?v=1755580622,4,Spider-Man Bobblehead – Web-Slinger Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
iron-man-bobblehead-armored-avenger-collectible-12-cm,Iron Man Bobblehead – Armored Avenger Collectible (12 CM),"<p data-start=""82"" data-end=""450"" class="""">Suit up with this 12 CM Iron Man Bobblehead, featuring Tony Stark’s iconic red and gold armor! This detailed collectible is a must-have for Marvel fans, collectors, and tech-savvy superheroes. Made from high-quality PVC, it’s perfect as a desk companion, car dashboard ornament, or gift for any Iron Man enthusiast.</p>
<p data-start=""452"" data-end=""467"" class="""">Features:</p>
<ul data-start=""468"" data-end=""735"">
<li data-start=""468"" data-end=""506"" class="""">
<p data-start=""470"" data-end=""506"" class="""">12 CM tall Iron Man bobblehead</p>
</li>
<li data-start=""507"" data-end=""564"" class="""">
<p data-start=""509"" data-end=""564"" class="""">Classic red and gold armor with premium detailing</p>
</li>
<li data-start=""565"" data-end=""616"" class="""">
<p data-start=""567"" data-end=""616"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""617"" data-end=""670"" class="""">
<p data-start=""619"" data-end=""670"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""671"" data-end=""735"" class="""">
<p data-start=""673"" data-end=""735"" class="""">Perfect for Marvel fans, collectors, and Avengers lovers</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"DemonFlare Superhero Collection, Iron Man Bobblehead, Marvel Avengers Collectible, Marvel Fan Merchandise, Superhero Bobblehead Figure, Tony Stark Desk Toy",true,Title,Default Title,,,,,,,,DFBHMRVL05,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/cute-ironman-bobblehead-avengers-merchandise.webp?v=1755580257,1,Iron Man Bobblehead – Armored Avenger Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
iron-man-bobblehead-armored-avenger-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ironman-bobblehead-marvel-avengers-collectible.webp?v=1755580308,2,Iron Man Bobblehead – Armored Avenger Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
iron-man-bobblehead-armored-avenger-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/ironman-chibi-bobblehead-desk-decoration-toy.webp?v=1755580360,3,Iron Man Bobblehead – Armored Avenger Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
iron-man-bobblehead-armored-avenger-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/marvel-ironman-bobblehead-superhero-action.webp?v=1755580414,4,Iron Man Bobblehead – Armored Avenger Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
hulk-bobblehead-the-incredible-green-giant-collectible-12-cm,Hulk Bobblehead – The Incredible Green Giant Collectible (12 CM),"<p data-start=""89"" data-end=""474"" class="""">Unleash the rage and power of the Incredible Hulk with this 12 CM Bobblehead! Designed with detailed sculpting and vibrant green color, this collectible captures Hulk’s unstoppable strength and fury. Made from high-quality PVC, it's a perfect desk accessory, car dashboard ornament, or gift for Marvel fans and superhero lovers.</p>
<p data-start=""476"" data-end=""491"" class="""">Features:</p>
<ul data-start=""492"" data-end=""750"">
<li data-start=""492"" data-end=""526"" class="""">
<p data-start=""494"" data-end=""526"" class="""">12 CM tall Hulk bobblehead</p>
</li>
<li data-start=""527"" data-end=""579"" class="""">
<p data-start=""529"" data-end=""579"" class="""">Detailed sculpting with vibrant green finish</p>
</li>
<li data-start=""580"" data-end=""631"" class="""">
<p data-start=""582"" data-end=""631"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""632"" data-end=""685"" class="""">
<p data-start=""634"" data-end=""685"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""686"" data-end=""750"" class="""">
<p data-start=""688"" data-end=""750"" class="""">Perfect for Marvel fans, collectors, and Avengers lovers</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"DemonFlare Superhero Collection, Hulk Bobblehead, Incredible Hulk Desk Toy, Marvel Avengers Collectible, Superhero Bobblehead Figure, Superhero Bobblehead FigureMarvel Fan Merchandise",true,Title,Default Title,,,,,,,,DFBHMRVL06,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/green-smash-bobblehead.webp?v=1755580052,1,Hulk Bobblehead – The Incredible Green Giant Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
hulk-bobblehead-the-incredible-green-giant-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/hulk-bobble-avengers.webp?v=1755580102,2,Hulk Bobblehead – The Incredible Green Giant Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
hulk-bobblehead-the-incredible-green-giant-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/hulk-power-collectible.webp?v=1755580157,3,Hulk Bobblehead – The Incredible Green Giant Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
hulk-bobblehead-the-incredible-green-giant-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/smash-hero-bobble.webp?v=1755580207,4,Hulk Bobblehead – The Incredible Green Giant Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
groot-bobblehead-adorable-guardian-of-the-galaxy-collectible-12-cm,Groot Bobblehead – Adorable Guardian of the Galaxy Collectible (12 CM),"<p data-start=""95"" data-end=""521"" class="""">Bring home the cute yet powerful Groot Bobblehead (12 CM) and let this lovable Guardian of the Galaxy add charm to your desk, car, or collection! Crafted from high-quality PVC, this detailed Marvel collectible perfectly captures Groot’s wooden texture and expressive look. Whether you're a Guardians of the Galaxy fan or just love Groot, this bobblehead is a must-have!</p>
<p data-start=""523"" data-end=""538"" class="""">Features:</p>
<ul data-start=""539"" data-end=""797"">
<li data-start=""539"" data-end=""574"" class="""">
<p data-start=""541"" data-end=""574"" class="""">12 CM tall Groot bobblehead</p>
</li>
<li data-start=""575"" data-end=""629"" class="""">
<p data-start=""577"" data-end=""629"" class="""">Lifelike wooden texture and adorable detailing</p>
</li>
<li data-start=""630"" data-end=""681"" class="""">
<p data-start=""632"" data-end=""681"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""682"" data-end=""735"" class="""">
<p data-start=""684"" data-end=""735"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""736"" data-end=""797"" class="""">
<p data-start=""738"" data-end=""797"" class="""">Perfect for Marvel fans, collectors, and Groot lovers</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Bobblehead, Cute Marvel Merchandise, DemonFlare Superhero Collection, Guardians of the Galaxy Collectible, I Am Groot Action Figure, Marvel Superhero Desk Toy",true,Title,Default Title,,,,,,,,DFBHMRVL07,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/guardian-bobble-marvel.webp?v=1755579857,1,Groot Bobblehead – Adorable Guardian of the Galaxy Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
groot-bobblehead-adorable-guardian-of-the-galaxy-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/groot-BH-04.webp?v=1755579907,2,Groot Bobblehead – Adorable Guardian of the Galaxy Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
groot-bobblehead-adorable-guardian-of-the-galaxy-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/groot-dance-bobble.webp?v=1755579956,3,Groot Bobblehead – Adorable Guardian of the Galaxy Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
groot-bobblehead-adorable-guardian-of-the-galaxy-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/tree-hero-collectible.webp?v=1755580005,4,Groot Bobblehead – Adorable Guardian of the Galaxy Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
super-mario-bobblehead-classic-nintendo-collectible-12-cm,Super Mario Bobblehead – Classic Nintendo Collectible (12 CM),"<p data-start=""86"" data-end=""477"" class="""">Jump into the Mushroom Kingdom with this 12 CM Super Mario Bobblehead! Featuring Mario in his iconic red hat and blue overalls, this collectible is a must-have for Nintendo fans, gamers, and collectors. Made from high-quality PVC, it's perfect as a desk accessory, car dashboard ornament, or nostalgic gift for any Super Mario enthusiast.</p>
<p data-start=""479"" data-end=""494"" class="""">Features:</p>
<ul data-start=""495"" data-end=""756"">
<li data-start=""495"" data-end=""536"" class="""">
<p data-start=""497"" data-end=""536"" class="""">12 CM tall Super Mario bobblehead</p>
</li>
<li data-start=""537"" data-end=""580"" class="""">
<p data-start=""539"" data-end=""580"" class="""">Detailed design with vibrant colors</p>
</li>
<li data-start=""581"" data-end=""632"" class="""">
<p data-start=""583"" data-end=""632"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""633"" data-end=""686"" class="""">
<p data-start=""635"" data-end=""686"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""687"" data-end=""756"" class="""">
<p data-start=""689"" data-end=""756"" class="""">Perfect for Nintendo fans, gamers, and Super Mario collectors</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Bobblehead, Classic Video Game Memorabilia, DemonFlare Gaming Collection, Gaming Merchandise, Mario Desk Toy, Nintendo Collectible Figure",true,Title,Default Title,,,,,,,,DFBHMARIO01,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/mario-car-dashboard-bobblehead.webp?v=1755579662,1,Super Mario Bobblehead – Classic Nintendo Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
super-mario-bobblehead-classic-nintendo-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/mario-bobblehead-collectible.webp?v=1755579711,2,Super Mario Bobblehead – Classic Nintendo Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
super-mario-bobblehead-classic-nintendo-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/super-mario-bobblehead-figure.webp?v=1755579760,3,Super Mario Bobblehead – Classic Nintendo Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
super-mario-bobblehead-classic-nintendo-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/super-mario-desk-toy.webp?v=1755579809,4,Super Mario Bobblehead – Classic Nintendo Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
minion-dave-bobblehead-despicable-me-collectible-12-cm,Minion Dave Bobblehead – Despicable Me Collectible (12 CM),"<p data-start=""83"" data-end=""462"" class="""">Bring home the mischief and fun of the Minions with this 12 CM Dave Bobblehead! Designed with his signature goggles, blue overalls, and cheeky grin, this collectible is a perfect desk accessory, car dashboard ornament, or gift for any Minion fan. Made from high-quality PVC, Dave is here to bobble his way into your heart!</p>
<p data-start=""464"" data-end=""479"" class="""">Features:</p>
<ul data-start=""480"" data-end=""741"">
<li data-start=""480"" data-end=""521"" class="""">
<p data-start=""482"" data-end=""521"" class="""">12 CM tall Minion Dave bobblehead</p>
</li>
<li data-start=""522"" data-end=""564"" class="""">
<p data-start=""524"" data-end=""564"" class="""">Vibrant colors and detailed design</p>
</li>
<li data-start=""565"" data-end=""616"" class="""">
<p data-start=""567"" data-end=""616"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""617"" data-end=""670"" class="""">
<p data-start=""619"" data-end=""670"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""671"" data-end=""741"" class="""">
<p data-start=""673"" data-end=""741"" class="""">Perfect for Minions fans, collectors, and Despicable Me lovers</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Animated Movie Memorabilia, DemonFlare Minions Collection, Despicable Me Collectible, Funny Cartoon Desk Toy, Minion Dave Bobblehead, Minions Merchandise",true,Title,Default Title,,,,,,,,DFBHMINON01,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/fun-minion-bobblehead-figure.webp?v=1755579463,1,Minion Dave Bobblehead – Despicable Me Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
minion-dave-bobblehead-despicable-me-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/minion-bobblehead-toy.webp?v=1755579515,2,Minion Dave Bobblehead – Despicable Me Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
minion-dave-bobblehead-despicable-me-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/minion-desk-decoration.webp?v=1755579564,3,Minion Dave Bobblehead – Despicable Me Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
minion-dave-bobblehead-despicable-me-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/minions-car-dashboard-bobblehead.webp?v=1755579612,4,Minion Dave Bobblehead – Despicable Me Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
lucky-panda-bobblehead-adorable-good-luck-charm-12-cm,Lucky Panda Bobblehead – Adorable Good Luck Charm (12 CM),"<p data-start=""82"" data-end=""464"" class="""">Bring good fortune and cuteness to your space with this 12 CM Lucky Panda Bobblehead! Designed with a charming panda expression, this collectible is perfect for car dashboards, office desks, or as a lucky charm at home. Made from high-quality PVC, this adorable bobblehead makes a great gift for animal lovers and panda fans!</p>
<p data-start=""466"" data-end=""481"" class="""">Features:</p>
<ul data-start=""482"" data-end=""734"">
<li data-start=""482"" data-end=""523"" class="""">
<p data-start=""484"" data-end=""523"" class="""">12 CM tall Lucky Panda bobblehead</p>
</li>
<li data-start=""524"" data-end=""562"" class="""">
<p data-start=""526"" data-end=""562"" class="""">Cute and detailed panda design</p>
</li>
<li data-start=""563"" data-end=""614"" class="""">
<p data-start=""565"" data-end=""614"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""615"" data-end=""668"" class="""">
<p data-start=""617"" data-end=""668"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""669"" data-end=""734"" class="""">
<p data-start=""671"" data-end=""734"" class="""">Perfect for panda lovers, collectors, and good luck gifts</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Cute Animal Desk Toy, DemonFlare Panda Collection, Fun Dashboard Bobblehead, Good Luck Charm Decor, Lucky Panda Bobblehead, Panda Collectible Figure",true,Title,Default Title,,,,,,,,DFBHOTHER01,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/cute-panda-collectible-bobblehead.webp?v=1755579252,1,Lucky Panda Bobblehead – Adorable Good Luck Charm (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
lucky-panda-bobblehead-adorable-good-luck-charm-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/adorable-panda-bobblehead.webp?v=1755579305,2,Lucky Panda Bobblehead – Adorable Good Luck Charm (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
lucky-panda-bobblehead-adorable-good-luck-charm-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/panda-bobblehead-desk-toy.webp?v=1755579358,3,Lucky Panda Bobblehead – Adorable Good Luck Charm (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
lucky-panda-bobblehead-adorable-good-luck-charm-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/panda-car-dashboard-figure.webp?v=1755579408,4,Lucky Panda Bobblehead – Adorable Good Luck Charm (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
snoopy-bobblehead-classic-peanuts-collectible-12-cm,Snoopy Bobblehead – Classic Peanuts Collectible (12 CM),"<p data-start=""80"" data-end=""460"" class="""">Celebrate the timeless charm of Snoopy with this 12 CM Bobblehead! Featuring the beloved Peanuts beagle, this collectible captures Snoopy’s iconic pose and adorable expression. Perfect for car dashboards, office desks, or as a nostalgic gift, this high-quality PVC bobblehead is a must-have for Peanuts fans and collectors!</p>
<p data-start=""462"" data-end=""477"" class="""">Features:</p>
<ul data-start=""478"" data-end=""720"">
<li data-start=""478"" data-end=""514"" class="""">
<p data-start=""480"" data-end=""514"" class="""">12 CM tall Snoopy bobblehead</p>
</li>
<li data-start=""515"" data-end=""555"" class="""">
<p data-start=""517"" data-end=""555"" class="""">Classic Peanuts character design</p>
</li>
<li data-start=""556"" data-end=""607"" class="""">
<p data-start=""558"" data-end=""607"" class="""">Spring-mounted head for fun bobbling action</p>
</li>
<li data-start=""608"" data-end=""661"" class="""">
<p data-start=""610"" data-end=""661"" class="""">Durable PVC material for long-lasting display</p>
</li>
<li data-start=""662"" data-end=""720"" class="""">
<p data-start=""664"" data-end=""720"" class="""">Ideal for Peanuts fans, dog lovers, and collectors</p>
</li>
</ul>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Bobblehead Figures",Bobble Head,"Classic Cartoon Merchandise, Cute Dog Desk Toy, DemonFlare Peanuts Collection, Fun Dashboard Bobblehead, Peanuts Collectible Figure, Snoopy Bobblehead",true,Title,Default Title,,,,,,,,DFBHOTHER02,0.0,shopify,100,deny,manual,375.00,499.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/snoopy-dog-bobblehead.webp?v=1755579047,1,Snoopy Bobblehead – Classic Peanuts Collectible (12 CM) DemonFlare,false,,,,,,,,,,,,,,0.0,0.0,,0,,kg,,200.00,active
snoopy-bobblehead-classic-peanuts-collectible-12-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/dog-bobblehead-car-accessory.webp?v=1755579095,2,Snoopy Bobblehead – Classic Peanuts Collectible (12 CM) DemonFlare,,,,,,,,,,,,,,,,,,,,,,,
